edge_id,timestamp,old_state,new_state,score,auc
1085-2359,1,normal,anomalous,0.6690268,0.7890497748874438
271-2366,1,anomalous,normal,0.4421461,0.7890497748874438
857-2366,1,anomalous,normal,0.4978894,0.7890497748874438
1753-2366,1,normal,anomalous,0.7010731,0.7890497748874438
407-2388,1,anomalous,normal,0.095115155,0.7890497748874438
652-2424,1,normal,anomalous,0.7627404,0.7890497748874438
80-2424,1,normal,anomalous,0.54410666,0.7890497748874438
470-2422,1,anomalous,normal,0.49388993,0.7890497748874438
2080-2429,1,normal,anomalous,0.56802964,0.7890497748874438
1020-2432,1,anomalous,normal,0.4866294,0.7890497748874438
2146-2433,1,anomalous,normal,0.48565567,0.7890497748874438
281-2436,1,anomalous,normal,0.07634141,0.7890497748874438
827-2441,1,anomalous,normal,0.14662597,0.7890497748874438
510-2444,1,normal,anomalous,0.67285705,0.7890497748874438
327-2442,1,anomalous,normal,0.45643198,0.7890497748874438
1077-2459,1,normal,anomalous,0.5353258,0.7890497748874438
420-2462,1,normal,anomalous,0.6586027,0.7890497748874438
61-2461,1,anomalous,normal,0.16144647,0.7890497748874438
1379-2469,1,normal,anomalous,0.7002365,0.7890497748874438
2190-2486,1,normal,anomalous,0.6954032,0.7890497748874438
699-2485,1,anomalous,normal,0.49251986,0.7890497748874438
1030-2493,1,anomalous,normal,0.4609171,0.7890497748874438
378-2497,1,normal,anomalous,0.63124937,0.7890497748874438
126-2509,1,normal,anomalous,0.71172714,0.7890497748874438
682-2510,1,anomalous,normal,0.09368335,0.7890497748874438
1582-2510,1,anomalous,normal,0.46555778,0.7890497748874438
2519-2686,1,normal,anomalous,0.66441905,0.7890497748874438
508-2533,2,normal,anomalous,0.681599,0.7457101250000001
325-2536,2,anomalous,normal,0.08720278,0.7457101250000001
7-2531,2,normal,anomalous,0.5220513,0.7457101250000001
1691-2536,2,normal,anomalous,0.60170054,0.7457101250000001
537-2549,2,anomalous,normal,0.4734406,0.7457101250000001
2381-2545,2,normal,anomalous,0.7194587,0.7457101250000001
626-2572,2,anomalous,normal,0.48807174,0.7457101250000001
2067-2575,2,normal,anomalous,0.738209,0.7457101250000001
741-2586,2,anomalous,normal,0.108903944,0.7457101250000001
1809-2610,2,anomalous,normal,0.11133268,0.7457101250000001
415-2611,2,anomalous,normal,0.07882185,0.7457101250000001
1130-2606,2,normal,anomalous,0.6613192,0.7457101250000001
2527-2606,2,normal,anomalous,0.6673864,0.7457101250000001
417-2614,2,normal,anomalous,0.6586033,0.7457101250000001
454-2614,2,anomalous,normal,0.43284103,0.7457101250000001
539-2614,2,normal,anomalous,0.7316547,0.7457101250000001
1095-2620,2,anomalous,normal,0.49898604,0.7457101250000001
2064-2619,2,normal,anomalous,0.7429939,0.7457101250000001
1705-2641,2,anomalous,normal,0.148017,0.7457101250000001
273-2646,2,normal,anomalous,0.6934113,0.7457101250000001
277-2656,2,anomalous,normal,0.089044206,0.7457101250000001
284-2656,2,normal,anomalous,0.5181324,0.7457101250000001
1476-2665,2,normal,anomalous,0.6345188,0.7457101250000001
1376-2672,2,anomalous,normal,0.078662254,0.7457101250000001
1261-2695,2,anomalous,normal,0.4553549,0.7457101250000001
25-2691,2,normal,anomalous,0.6299008,0.7457101250000001
98-2714,2,normal,anomalous,0.6480964,0.7457101250000001
203-2714,2,normal,anomalous,0.7501323,0.7457101250000001
867-2714,2,normal,anomalous,0.6212027,0.7457101250000001
2134-2739,2,anomalous,normal,0.48807663,0.7457101250000001
17-2746,2,anomalous,normal,0.06928368,0.7457101250000001
1383-2746,2,anomalous,normal,0.09983447,0.7457101250000001
997-2762,2,normal,anomalous,0.7060217,0.7457101250000001
450-2769,2,normal,anomalous,0.5723987,0.7457101250000001
1140-2771,2,normal,anomalous,0.6913559,0.7457101250000001
10-2771,2,anomalous,normal,0.14020073,0.7457101250000001
188-2776,2,normal,anomalous,0.6891393,0.7457101250000001
1314-2793,2,anomalous,normal,0.42159763,0.7457101250000001
1328-2822,2,anomalous,normal,0.17333056,0.7457101250000001
126-2823,2,normal,anomalous,0.6560084,0.7457101250000001
1902-2852,2,anomalous,normal,0.45098016,0.7457101250000001
1241-2862,2,normal,anomalous,0.7029475,0.7457101250000001
104-2862,2,normal,anomalous,0.7260251,0.7457101250000001
874-2862,2,anomalous,normal,0.19342878,0.7457101250000001
216-2861,2,anomalous,normal,0.4671516,0.7457101250000001
1419-2866,2,anomalous,normal,0.49061283,0.7457101250000001
216-2866,2,anomalous,normal,0.36733264,0.7457101250000001
1319-2890,2,normal,anomalous,0.70998967,0.7457101250000001
1733-2895,2,anomalous,normal,0.47654045,0.7457101250000001
1471-2902,2,normal,anomalous,0.5812202,0.7457101250000001
1720-2916,2,normal,anomalous,0.679002,0.7457101250000001
1450-2922,2,normal,anomalous,0.59930664,0.7457101250000001
2246-2939,2,anomalous,normal,0.46038982,0.7457101250000001
1176-2944,2,normal,anomalous,0.7498578,0.7457101250000001
699-2942,2,anomalous,normal,0.493404,0.7457101250000001
480-2962,2,normal,anomalous,0.6487251,0.7457101250000001
1316-2962,2,normal,anomalous,0.76133746,0.7457101250000001
330-2969,2,normal,anomalous,0.608807,0.7457101250000001
423-2966,2,normal,anomalous,0.69464636,0.7457101250000001
1401-2973,2,normal,anomalous,0.66491765,0.7457101250000001
1884-2975,2,normal,anomalous,0.65440226,0.7457101250000001
1970-2977,2,normal,anomalous,0.7053933,0.7457101250000001
1615-2984,2,normal,anomalous,0.56212014,0.7457101250000001
2674-2999,2,normal,anomalous,0.60893524,0.7457101250000001
2216-3003,2,anomalous,normal,0.4555196,0.7457101250000001
1064-3013,2,normal,anomalous,0.7051846,0.7457101250000001
2109-3020,2,anomalous,normal,0.3922464,0.7457101250000001
280-3034,2,anomalous,normal,0.29539728,0.7457101250000001
483-3037,2,normal,anomalous,0.57576984,0.7457101250000001
1469-3053,2,anomalous,normal,0.07045913,0.7457101250000001
2887-3056,2,normal,anomalous,0.743099,0.7457101250000001
1645-3060,2,normal,anomalous,0.6757346,0.7457101250000001
934-3073,2,normal,anomalous,0.76280165,0.7457101250000001
250-3082,2,normal,anomalous,0.5086028,0.7457101250000001
2879-3090,2,anomalous,normal,0.41638815,0.7457101250000001
898-3099,2,anomalous,normal,0.0839306,0.7457101250000001
1043-3108,2,anomalous,normal,0.45415667,0.7457101250000001
2341-3112,2,normal,anomalous,0.74749047,0.7457101250000001
1167-3118,2,anomalous,normal,0.44036674,0.7457101250000001
969-3117,2,normal,anomalous,0.6538011,0.7457101250000001
1704-3135,2,anomalous,normal,0.4390943,0.7457101250000001
1442-3147,2,normal,anomalous,0.6569337,0.7457101250000001
177-3145,2,normal,anomalous,0.65463436,0.7457101250000001
2846-3150,2,normal,anomalous,0.55951315,0.7457101250000001
177-3149,2,normal,anomalous,0.70942426,0.7457101250000001
2729-3156,2,normal,anomalous,0.5196721,0.7457101250000001
2226-3167,2,normal,anomalous,0.6187483,0.7457101250000001
353-3173,3,normal,anomalous,0.6133497,0.9031555777888944
910-3173,3,normal,anomalous,0.7462999,0.9031555777888944
615-3168,3,normal,anomalous,0.605498,0.9031555777888944
75-3168,3,normal,anomalous,0.64366025,0.9031555777888944
1411-3168,3,normal,anomalous,0.6809366,0.9031555777888944
3161-3172,3,anomalous,normal,0.46056926,0.9031555777888944
960-3176,3,normal,anomalous,0.79773396,0.9031555777888944
23-3162,3,normal,anomalous,0.6981766,0.9031555777888944
2588-3182,3,anomalous,normal,0.45609397,0.9031555777888944
334-3183,3,anomalous,normal,0.41202727,0.9031555777888944
577-3184,3,anomalous,normal,0.1126266,0.9031555777888944
1397-3182,3,normal,anomalous,0.61240447,0.9031555777888944
1480-3195,3,anomalous,normal,0.39165193,0.9031555777888944
1568-3191,3,normal,anomalous,0.5643282,0.9031555777888944
557-3197,3,normal,anomalous,0.5721812,0.9031555777888944
1248-3210,3,anomalous,normal,0.39899188,0.9031555777888944
525-3220,3,normal,anomalous,0.5734697,0.9031555777888944
1995-3220,3,normal,anomalous,0.5813702,0.9031555777888944
667-3220,3,normal,anomalous,0.6216385,0.9031555777888944
1307-3217,3,normal,anomalous,0.56193656,0.9031555777888944
1124-3226,3,normal,anomalous,0.64729923,0.9031555777888944
2529-3223,3,normal,anomalous,0.68239886,0.9031555777888944
1883-3246,3,normal,anomalous,0.559926,0.9031555777888944
1909-3247,3,normal,anomalous,0.5467766,0.9031555777888944
1995-3246,3,anomalous,normal,0.33790076,0.9031555777888944
3043-3261,3,normal,anomalous,0.54386234,0.9031555777888944
3180-3275,3,normal,anomalous,0.6388197,0.9031555777888944
2306-3278,3,anomalous,normal,0.47001055,0.9031555777888944
2844-3283,3,normal,anomalous,0.78565806,0.9031555777888944
1539-3283,3,normal,anomalous,0.6919114,0.9031555777888944
3259-3281,3,normal,anomalous,0.6339018,0.9031555777888944
2279-3285,3,anomalous,normal,0.4967694,0.9031555777888944
2386-3309,3,normal,anomalous,0.73501277,0.9031555777888944
1951-3309,3,normal,anomalous,0.6509087,0.9031555777888944
600-3309,3,normal,anomalous,0.57499397,0.9031555777888944
1187-3319,3,normal,anomalous,0.5928851,0.9031555777888944
2941-3319,3,normal,anomalous,0.68473405,0.9031555777888944
684-3319,3,normal,anomalous,0.62809646,0.9031555777888944
406-3319,3,normal,anomalous,0.7156867,0.9031555777888944
1533-3319,3,normal,anomalous,0.6280996,0.9031555777888944
1841-3319,3,normal,anomalous,0.6976837,0.9031555777888944
3256-3322,3,normal,anomalous,0.645772,0.9031555777888944
3241-3325,3,normal,anomalous,0.66537696,0.9031555777888944
1460-3326,3,anomalous,normal,0.41946286,0.9031555777888944
1486-3326,3,anomalous,normal,0.35736033,0.9031555777888944
3326-3335,3,normal,anomalous,0.5735856,0.9031555777888944
2157-3328,3,anomalous,normal,0.4470854,0.9031555777888944
186-3345,3,normal,anomalous,0.5341754,0.9031555777888944
2358-3351,3,normal,anomalous,0.53314567,0.9031555777888944
2844-3345,3,normal,anomalous,0.63157547,0.9031555777888944
2426-3352,3,normal,anomalous,0.70794934,0.9031555777888944
536-3347,3,normal,anomalous,0.68971366,0.9031555777888944
488-3352,3,normal,anomalous,0.59825784,0.9031555777888944
1883-3355,3,normal,anomalous,0.63649356,0.9031555777888944
3191-3355,3,normal,anomalous,0.65169835,0.9031555777888944
3217-3369,3,normal,anomalous,0.6410673,0.9031555777888944
577-3381,3,anomalous,normal,0.2238393,0.9031555777888944
577-3387,3,anomalous,normal,0.3046737,0.9031555777888944
2165-3381,3,normal,anomalous,0.78231084,0.9031555777888944
2016-3381,3,normal,anomalous,0.5400751,0.9031555777888944
55-3386,3,normal,anomalous,0.55286306,0.9031555777888944
2881-3398,3,normal,anomalous,0.6138951,0.9031555777888944
3118-3398,3,normal,anomalous,0.698591,0.9031555777888944
968-3398,3,normal,anomalous,0.6621225,0.9031555777888944
2293-3414,3,anomalous,normal,0.49135724,0.9031555777888944
3414-3484,3,normal,anomalous,0.6539794,0.9031555777888944
1344-3423,3,normal,anomalous,0.55164707,0.9031555777888944
643-3439,3,normal,anomalous,0.52182686,0.9031555777888944
1416-3437,3,normal,anomalous,0.68609816,0.9031555777888944
3374-3442,3,normal,anomalous,0.5687314,0.9031555777888944
3274-3445,3,normal,anomalous,0.5259528,0.9031555777888944
1001-3452,3,normal,anomalous,0.71764296,0.9031555777888944
342-3452,3,normal,anomalous,0.550317,0.9031555777888944
691-3458,3,normal,anomalous,0.6275314,0.9031555777888944
2167-3458,3,normal,anomalous,0.57801956,0.9031555777888944
3113-3459,3,anomalous,normal,0.17411695,0.9031555777888944
696-3458,3,normal,anomalous,0.56471795,0.9031555777888944
3281-3466,3,normal,anomalous,0.6224167,0.9031555777888944
3257-3468,3,normal,anomalous,0.68248993,0.9031555777888944
3257-3469,3,normal,anomalous,0.5929878,0.9031555777888944
973-3470,3,normal,anomalous,0.6436651,0.9031555777888944
2240-3474,3,normal,anomalous,0.5373632,0.9031555777888944
1682-3479,3,normal,anomalous,0.60758096,0.9031555777888944
2632-3491,3,normal,anomalous,0.5635602,0.9031555777888944
760-3494,3,normal,anomalous,0.7399626,0.9031555777888944
2251-3491,3,normal,anomalous,0.57583505,0.9031555777888944
3291-3516,3,normal,anomalous,0.6208571,0.9031555777888944
220-3530,3,normal,anomalous,0.50283045,0.9031555777888944
3331-3532,3,normal,anomalous,0.5106859,0.9031555777888944
1659-3529,3,normal,anomalous,0.58797973,0.9031555777888944
1632-3539,3,anomalous,normal,0.47554672,0.9031555777888944
2820-3535,3,normal,anomalous,0.6602744,0.9031555777888944
2741-3539,3,normal,anomalous,0.54610384,0.9031555777888944
1413-3539,3,normal,anomalous,0.5916215,0.9031555777888944
3428-3540,3,normal,anomalous,0.53756994,0.9031555777888944
3534-3542,3,normal,anomalous,0.55900294,0.9031555777888944
3542-3559,3,normal,anomalous,0.5554669,0.9031555777888944
3199-3551,3,normal,anomalous,0.7039695,0.9031555777888944
2822-3563,3,normal,anomalous,0.75769013,0.9031555777888944
897-3575,3,normal,anomalous,0.6470164,0.9031555777888944
475-3575,3,normal,anomalous,0.64919317,0.9031555777888944
577-3584,3,anomalous,normal,0.4944498,0.9031555777888944
1427-3594,3,normal,anomalous,0.5449041,0.9031555777888944
1956-3593,3,normal,anomalous,0.7652549,0.9031555777888944
1248-3610,3,normal,anomalous,0.67586905,0.9031555777888944
2925-3606,3,normal,anomalous,0.74447876,0.9031555777888944
3309-3606,3,normal,anomalous,0.6892346,0.9031555777888944
2129-3610,3,normal,anomalous,0.5015135,0.9031555777888944
578-3610,3,normal,anomalous,0.5149684,0.9031555777888944
2051-3619,3,anomalous,normal,0.48152322,0.9031555777888944
1175-3614,3,normal,anomalous,0.5778964,0.9031555777888944
3504-3624,3,normal,anomalous,0.57710564,0.9031555777888944
3242-3625,3,normal,anomalous,0.65881205,0.9031555777888944
3089-3631,3,normal,anomalous,0.6153718,0.9031555777888944
186-3631,3,normal,anomalous,0.5219675,0.9031555777888944
3458-3632,3,normal,anomalous,0.67392373,0.9031555777888944
3518-3633,3,normal,anomalous,0.7136283,0.9031555777888944
3491-3628,3,normal,anomalous,0.5688568,0.9031555777888944
554-3652,3,anomalous,normal,0.33674702,0.9031555777888944
2672-3652,3,anomalous,normal,0.2318252,0.9031555777888944
2624-3652,3,normal,anomalous,0.5807794,0.9031555777888944
1295-3652,3,anomalous,normal,0.3456302,0.9031555777888944
3100-3652,3,anomalous,normal,0.4587868,0.9031555777888944
2717-3652,3,normal,anomalous,0.54384154,0.9031555777888944
3346-3664,4,normal,anomalous,0.67895824,0.916599625
1201-3663,4,normal,anomalous,0.5689293,0.916599625
3048-3669,4,anomalous,normal,0.113939255,0.916599625
1888-3669,4,anomalous,normal,0.19160669,0.916599625
1852-3669,4,anomalous,normal,0.090641096,0.916599625
1823-3671,4,normal,anomalous,0.5727342,0.916599625
3042-3687,4,anomalous,normal,0.18603635,0.916599625
1193-3688,4,anomalous,normal,0.39771637,0.916599625
282-3688,4,anomalous,normal,0.2990204,0.916599625
928-3687,4,anomalous,normal,0.36338428,0.916599625
2115-3694,4,anomalous,normal,0.36414608,0.916599625
2420-3698,4,normal,anomalous,0.69606274,0.916599625
2755-3697,4,normal,anomalous,0.5296771,0.916599625
3139-3699,4,normal,anomalous,0.69462967,0.916599625
1342-3699,4,normal,anomalous,0.64256185,0.916599625
2763-3699,4,normal,anomalous,0.5460558,0.916599625
545-3705,4,anomalous,normal,0.30295548,0.916599625
406-3707,4,normal,anomalous,0.7201668,0.916599625
2353-3710,4,normal,anomalous,0.53915626,0.916599625
491-3720,4,anomalous,normal,0.09210826,0.916599625
2277-3717,4,normal,anomalous,0.7143953,0.916599625
893-3715,4,anomalous,normal,0.4675394,0.916599625
2180-3716,4,anomalous,normal,0.36257517,0.916599625
988-3715,4,anomalous,normal,0.08117571,0.916599625
1046-3724,4,normal,anomalous,0.7490152,0.916599625
2948-3735,4,anomalous,normal,0.49692014,0.916599625
457-3735,4,normal,anomalous,0.50720537,0.916599625
1044-3735,4,normal,anomalous,0.55527127,0.916599625
1289-3753,4,anomalous,normal,0.15013012,0.916599625
25-3753,4,anomalous,normal,0.10693537,0.916599625
847-3751,4,anomalous,normal,0.3919856,0.916599625
2129-3751,4,normal,anomalous,0.67671305,0.916599625
1208-3748,4,anomalous,normal,0.19886309,0.916599625
908-3750,4,anomalous,normal,0.14621694,0.916599625
1877-3750,4,anomalous,normal,0.33887887,0.916599625
870-3759,4,anomalous,normal,0.0865422,0.916599625
1005-3767,4,normal,anomalous,0.77345425,0.916599625
1811-3776,4,normal,anomalous,0.5174629,0.916599625
1057-3776,4,normal,anomalous,0.5413811,0.916599625
1036-3780,4,anomalous,normal,0.32040557,0.916599625
801-3780,4,anomalous,normal,0.16522306,0.916599625
51-3780,4,normal,anomalous,0.5940633,0.916599625
1430-3786,4,anomalous,normal,0.10213409,0.916599625
577-3781,4,normal,anomalous,0.74267817,0.916599625
900-3800,4,anomalous,normal,0.07023701,0.916599625
1165-3794,4,normal,anomalous,0.65770984,0.916599625
1925-3796,4,anomalous,normal,0.2640193,0.916599625
2604-3806,4,anomalous,normal,0.2901321,0.916599625
3383-3802,4,normal,anomalous,0.57482195,0.916599625
490-3811,4,normal,anomalous,0.64865565,0.916599625
192-3822,4,anomalous,normal,0.36217737,0.916599625
3602-3820,4,normal,anomalous,0.7239024,0.916599625
1248-3827,4,anomalous,normal,0.44082052,0.916599625
1541-3825,4,anomalous,normal,0.27276972,0.916599625
677-3826,4,anomalous,normal,0.118333384,0.916599625
3797-3834,4,anomalous,normal,0.44992092,0.916599625
3135-3835,4,normal,anomalous,0.6388223,0.916599625
3352-3835,4,normal,anomalous,0.5237593,0.916599625
3440-3835,4,normal,anomalous,0.55441916,0.916599625
1587-3839,4,anomalous,normal,0.12584682,0.916599625
3688-3835,4,normal,anomalous,0.6483852,0.916599625
3683-3845,4,normal,anomalous,0.6353954,0.916599625
2231-3847,4,normal,anomalous,0.77046394,0.916599625
1682-3843,4,normal,anomalous,0.6130171,0.916599625
2484-3858,4,normal,anomalous,0.61160874,0.916599625
847-3855,4,anomalous,normal,0.3297119,0.916599625
400-3855,4,anomalous,normal,0.33170113,0.916599625
20-3855,4,normal,anomalous,0.54078144,0.916599625
1989-3854,4,normal,anomalous,0.5349622,0.916599625
2912-3855,4,anomalous,normal,0.33752954,0.916599625
2558-3855,4,anomalous,normal,0.15676424,0.916599625
2402-3862,4,anomalous,normal,0.07803656,0.916599625
2690-3878,4,anomalous,normal,0.30082348,0.916599625
2820-3880,4,anomalous,normal,0.45758742,0.916599625
3444-3883,4,normal,anomalous,0.6816331,0.916599625
1287-3884,4,anomalous,normal,0.103699975,0.916599625
3599-3883,4,normal,anomalous,0.5859136,0.916599625
3716-3883,4,normal,anomalous,0.61444724,0.916599625
1942-3889,4,anomalous,normal,0.24810739,0.916599625
3860-3897,4,normal,anomalous,0.66871554,0.916599625
3752-3897,4,normal,anomalous,0.71249825,0.916599625
3743-3897,4,normal,anomalous,0.6495851,0.916599625
1514-3905,4,normal,anomalous,0.6186729,0.916599625
1995-3905,4,normal,anomalous,0.52577895,0.916599625
1095-3900,4,normal,anomalous,0.5345348,0.916599625
2763-3909,4,anomalous,normal,0.3682293,0.916599625
3430-3909,4,normal,anomalous,0.7927642,0.916599625
865-3913,4,anomalous,normal,0.12915143,0.916599625
1070-3922,4,anomalous,normal,0.4397062,0.916599625
535-3922,4,anomalous,normal,0.1763381,0.916599625
3087-3923,4,anomalous,normal,0.13233916,0.916599625
3450-3926,4,normal,anomalous,0.59246194,0.916599625
2871-3924,4,anomalous,normal,0.21948202,0.916599625
2941-3927,4,normal,anomalous,0.7146343,0.916599625
1841-3927,4,normal,anomalous,0.5146603,0.916599625
1187-3927,4,normal,anomalous,0.65503293,0.916599625
3607-3934,4,normal,anomalous,0.5150712,0.916599625
1861-3934,4,anomalous,normal,0.22762446,0.916599625
3725-3934,4,normal,anomalous,0.7174021,0.916599625
602-3935,4,anomalous,normal,0.27855214,0.916599625
3628-3941,4,normal,anomalous,0.70868665,0.916599625
330-3948,4,anomalous,normal,0.4637956,0.916599625
2200-3962,4,normal,anomalous,0.57171667,0.916599625
2175-3963,4,normal,anomalous,0.69717085,0.916599625
1991-3968,4,normal,anomalous,0.6293696,0.916599625
3893-3971,4,normal,anomalous,0.7172004,0.916599625
647-3969,4,anomalous,normal,0.3750077,0.916599625
3952-3971,4,normal,anomalous,0.5165439,0.916599625
336-3972,4,anomalous,normal,0.43067488,0.916599625
606-3973,4,anomalous,normal,0.4687866,0.916599625
2938-3973,4,normal,anomalous,0.5507725,0.916599625
2435-3981,4,anomalous,normal,0.069613725,0.916599625
3606-3981,4,normal,anomalous,0.65145546,0.916599625
763-3991,4,anomalous,normal,0.4122282,0.916599625
606-3995,4,normal,anomalous,0.5035559,0.916599625
1625-4002,4,anomalous,normal,0.14194167,0.916599625
246-4012,4,anomalous,normal,0.34730914,0.916599625
2375-4010,4,anomalous,normal,0.41877988,0.916599625
400-4012,4,anomalous,normal,0.42244062,0.916599625
577-4014,4,normal,anomalous,0.7059256,0.916599625
1800-4017,4,anomalous,normal,0.07756582,0.916599625
575-4015,4,normal,anomalous,0.76419526,0.916599625
3790-4018,4,normal,anomalous,0.6490914,0.916599625
3935-4022,4,normal,anomalous,0.6702899,0.916599625
3800-4022,4,normal,anomalous,0.5591649,0.916599625
3048-4026,4,anomalous,normal,0.11695121,0.916599625
482-4026,4,anomalous,normal,0.3119265,0.916599625
2982-4027,4,anomalous,normal,0.45434263,0.916599625
3784-4030,4,normal,anomalous,0.54665273,0.916599625
3733-4030,4,normal,anomalous,0.67611516,0.916599625
2375-4034,4,anomalous,normal,0.32244655,0.916599625
1452-4034,4,anomalous,normal,0.21294044,0.916599625
2158-4043,4,anomalous,normal,0.10905594,0.916599625
1893-4043,4,anomalous,normal,0.2753666,0.916599625
3346-4044,4,normal,anomalous,0.75055736,0.916599625
3911-4044,4,normal,anomalous,0.6962301,0.916599625
3098-4047,4,anomalous,normal,0.22298248,0.916599625
3809-4047,4,normal,anomalous,0.59718883,0.916599625
3056-4048,4,anomalous,normal,0.46599168,0.916599625
2802-4048,4,anomalous,normal,0.33680266,0.916599625
3346-4048,4,normal,anomalous,0.72507036,0.916599625
1891-4050,4,normal,anomalous,0.58579,0.916599625
2825-4050,4,normal,anomalous,0.5869047,0.916599625
2717-4050,4,anomalous,normal,0.4130017,0.916599625
2672-4050,4,normal,anomalous,0.530122,0.916599625
2624-4050,4,normal,anomalous,0.57157654,0.916599625
2375-4051,4,anomalous,normal,0.29703268,0.916599625
2956-4060,4,anomalous,normal,0.18956076,0.916599625
12-4060,4,anomalous,normal,0.11688619,0.916599625
288-4070,4,normal,anomalous,0.6165898,0.916599625
1248-4070,4,normal,anomalous,0.7031269,0.916599625
1321-4068,4,anomalous,normal,0.36493495,0.916599625
320-4068,4,normal,anomalous,0.5154436,0.916599625
896-4067,4,anomalous,normal,0.1365296,0.916599625
51-4068,4,anomalous,normal,0.1708523,0.916599625
958-4062,4,anomalous,normal,0.13102408,0.916599625
3736-4072,4,normal,anomalous,0.5847396,0.916599625
847-4074,4,normal,anomalous,0.5530507,0.916599625
1817-4075,4,anomalous,normal,0.0960883,0.916599625
2656-4080,4,anomalous,normal,0.32799992,0.916599625
635-4088,4,anomalous,normal,0.10427876,0.916599625
3939-4098,4,normal,anomalous,0.6037098,0.916599625
2656-4098,4,anomalous,normal,0.1700344,0.916599625
1155-4098,4,anomalous,normal,0.4827038,0.916599625
2736-4096,4,anomalous,normal,0.1111419,0.916599625
269-4100,4,anomalous,normal,0.21471493,0.916599625
3981-4091,4,normal,anomalous,0.67016315,0.916599625
3335-4108,4,normal,anomalous,0.5875125,0.916599625
3458-4104,4,normal,anomalous,0.660408,0.916599625
3926-4107,4,normal,anomalous,0.7415154,0.916599625
2668-4106,4,anomalous,normal,0.46409458,0.916599625
2596-4117,4,anomalous,normal,0.4391246,0.916599625
2242-4117,4,anomalous,normal,0.3312128,0.916599625
1832-4117,4,anomalous,normal,0.099442214,0.916599625
1164-4117,4,anomalous,normal,0.09881753,0.916599625
2402-4111,4,anomalous,normal,0.071895465,0.916599625
1051-4117,4,anomalous,normal,0.1768375,0.916599625
1275-4117,4,anomalous,normal,0.29063842,0.916599625
4043-4121,4,normal,anomalous,0.5982459,0.916599625
2999-4121,4,anomalous,normal,0.41845623,0.916599625
1777-4128,4,anomalous,normal,0.42725036,0.916599625
3971-4128,4,normal,anomalous,0.56970626,0.916599625
1164-4132,4,anomalous,normal,0.068869255,0.916599625
